Date,Amount,Type,Merchant,Category,Method
"2026/04/08, 01:22:10",$107.27,TRANSACTION,AMAZON MKTPL*BY09344G2,Book Stores,KeyedIn
"2026/04/08, 00:01:49",$39.65,TRANSACTION,AMAZON MKTPL*BC5RD1PM0,Book Stores,KeyedIn
"2026/04/07, 22:44:26",$127.24,TRANSACTION,AMAZON.COM*BC6Z27641,Book Stores,KeyedIn
"2026/04/07, 22:44:17",$116.49,TRANSACTION,AMAZON MKTPL*BC6XE2PE0,Book Stores,KeyedIn
"2026/04/07, 20:23:47",$106.08,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/04/07, 20:17:27",$100.58,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/04/07, 00:01:53",$179.02,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/04/07, 00:01:53",$10.49,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/04/06, 23:20:02",$184.62,TRANSACTION,BT*INVICTA STORES,"Jewelry Stores, Watches, Clocks, and Silverware Stores",Online
"2026/04/06, 21:30:05",$29.96,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/04/06, 21:30:05",$129.47,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/04/06, 20:53:36",$40.90,TRANSACTION,AMAZON MKTPL*BC2YU14A0,Book Stores,KeyedIn
"2026/04/06, 08:56:45",$477.88,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/04/06, 08:10:30",$134.25,TRANSACTION,GAPOUTLET.COM,Family Clothing Stores,Online
"2026/04/04, 13:21:30",$89.62,TRANSACTION,AMAZON.COM*BC5SB1LS1,Book Stores,KeyedIn
"2026/04/04, 12:04:06",$64.19,TRANSACTION,AMAZON MKTPL*BC90I3XJ1,Book Stores,KeyedIn
"2026/04/04, 08:20:11","-$9,157.98",PAYMENT,Payment,N/A,N/A
"2026/04/02, 23:33:43",$140.60,TRANSACTION,AMAZONPRIME *GH4AX7SB3,Miscellaneous General Merchandise,KeyedIn
"2026/04/02, 20:57:03",$305.48,TRANSACTION,NIKE.COM,Sports and Riding Apparel Stores,Online
"2026/04/02, 00:30:51",$43.83,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/31, 20:28:44",$60.41,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/30, 21:08:27",$419.76,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/30, 21:08:27",$216.46,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/30, 18:39:00",$60.80,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/30, 16:03:41",$136.57,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 23:57:20",$49.73,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/28, 23:50:33",$78.85,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 20:10:13",$26.62,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 19:52:19",$208.74,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 17:14:18",$25.43,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 16:56:21",$61.13,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 16:28:25",$381.45,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/28, 16:16:46",$294.23,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/27, 15:20:48",$310.09,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/27, 15:20:48",$579.73,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/26, 21:37:05",$66.86,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/26, 10:13:10",$124.01,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/26, 00:25:58",$937.00,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/26, 00:25:58",$148.30,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/25, 19:30:34",$57.76,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/25, 18:50:50",$26.62,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/24, 21:26:35","$1,341.46",TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/24, 20:49:47",$117.19,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/24, 18:52:36",$901.05,TRANSACTION,TORY BURCH LLC,Women’s Accessory and Specialty Shops,Online
"2026/03/22, 05:38:41",-$0.02,REFUND,Refund from ADIDAS US ONLINE STORE,N/A,N/A
"2026/03/21, 22:55:51",$142.78,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/21, 22:47:39",$319.30,TRANSACTION,TOMMY HILFIGER,Family Clothing Stores,Online
"2026/03/21, 17:54:00",$86.64,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/21, 17:54:00",$28.88,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/21, 17:50:15",$261.74,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/20, 23:55:09",$274.13,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/20, 20:04:34",$350.24,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/20, 13:39:10","-$8,876.26",PAYMENT,Payment,N/A,N/A
"2026/03/20, 08:36:37",$86.64,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/19, 21:29:07",$61.91,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/19, 21:20:20",$195.90,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/19, 13:34:23",$128.06,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/19, 07:19:12",$134.02,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/19, 07:19:12",$112.36,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/19, 07:19:12",$238.34,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/18, 18:47:21",$173.27,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/17, 22:07:27",$337.22,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/16, 23:46:53",$57.75,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/16, 23:45:22",$96.26,TRANSACTION,OLDNAVY.COM,Family Clothing Stores,KeyedIn
"2026/03/16, 23:40:11",$69.88,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/16, 23:11:23",$307.88,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/16, 05:35:33",-$0.01,REFUND,Refund from ADIDAS US ONLINE STORE,N/A,N/A
"2026/03/14, 22:51:33",$89.83,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/03/14, 22:49:45",$160.93,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/14, 22:33:45",$57.33,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/13, 23:35:44",$53.49,TRANSACTION,SP DAZZLEDRYNAILS,Cosmetic Stores,Online
"2026/03/13, 23:34:08",$70.91,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/13, 23:23:10",$57.27,TRANSACTION,LEVI.COM 803,"Men’s, Women’s Clothing Stores",Online
"2026/03/13, 23:23:10",$431.20,TRANSACTION,LEVI.COM 803,"Men’s, Women’s Clothing Stores",Online
"2026/03/12, 22:24:22",$177.33,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/03/12, 22:11:23",$155.10,TRANSACTION,CALVIN KLEIN,Family Clothing Stores,Online
"2026/03/11, 22:04:50",$26.62,TRANSACTION,SP U.S. POLO ASSN.,Family Clothing Stores,Online
"2026/03/11, 21:30:17",$37.01,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/11, 21:21:35",$340.27,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/11, 21:21:35",$50.56,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/11, 21:21:35",$28.89,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/11, 20:47:58",$47.08,TRANSACTION,SEPHORA.COM,Cosmetic Stores,KeyedIn
"2026/03/10, 19:50:59",$297.02,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/10, 08:07:08",$16.05,TRANSACTION,SEPHORA.COM,Cosmetic Stores,KeyedIn
"2026/03/09, 23:17:18",$120.70,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/09, 22:40:01",$277.24,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/09, 22:31:56",$606.41,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/08, 18:35:52",$120.70,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/08, 18:27:40",$12.84,TRANSACTION,SEPHORA.COM,Cosmetic Stores,KeyedIn
"2026/03/08, 00:12:00",$37.01,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/07, 23:54:17",$419.42,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/05, 22:56:14",$69.50,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/05, 22:43:23",$81.31,TRANSACTION,PUMA.COM,Miscellaneous Specialty Retail,Online
"2026/03/05, 22:38:21",$49.98,TRANSACTION,SP SASCHA FITNESS,Miscellaneous Specialty Retail,Online
"2026/03/05, 22:37:08",$97.00,TRANSACTION,SP U.S. POLO ASSN.,Family Clothing Stores,Online
"2026/03/05, 22:29:16",$122.33,TRANSACTION,SAMS CLUB.COM 06279,Wholesale Clubs,Online
"2026/03/05, 22:16:22",$96.00,TRANSACTION,SP REUS RESEARCH,Cosmetic Stores,Online
"2026/03/04, 17:31:52",$69.55,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/02, 20:29:59",$66.61,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/02, 20:29:59",$47.35,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/02, 20:24:35",$153.16,TRANSACTION,SP U.S. POLO ASSN.,Family Clothing Stores,Online
"2026/03/02, 19:58:14",$74.84,TRANSACTION,NEW BALANCE ATHLETICS INC.,Shoe Stores,Online
"2026/03/01, 19:50:09",$363.78,TRANSACTION,SHARKNINJA,Household Appliance Stores,Online
"2026/03/01, 19:41:36",$74.84,TRANSACTION,NEW BALANCE ATHLETICS INC.,Shoe Stores,Online
"2026/03/01, 19:32:02",$34.12,TRANSACTION,SAMSCLUB.COM#6279 6279,Wholesale Clubs,Online
"2026/03/01, 13:48:30",$57.78,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/03/01, 13:40:41",$315.33,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/03/01, 00:19:13",$192.57,TRANSACTION,NEW BALANCE ATHLETICS INC.,Shoe Stores,Online
"2026/02/27, 23:42:16",$122.25,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/02/27, 23:29:50",$60.28,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/02/27, 23:29:50",$83.07,TRANSACTION,GAP.COM,Family Clothing Stores,KeyedIn
"2026/02/27, 22:18:58",$162.52,TRANSACTION,OLDNAVY.COM,Family Clothing Stores,KeyedIn
"2026/02/27, 22:18:58",$166.82,TRANSACTION,OLDNAVY.COM,Family Clothing Stores,KeyedIn
"2026/02/27, 22:18:58",$370.51,TRANSACTION,OLDNAVY.COM,Family Clothing Stores,KeyedIn
"2026/02/27, 21:54:42",$398.18,TRANSACTION,OLDNAVY.COM,Family Clothing Stores,KeyedIn
"2026/02/27, 21:54:42",$47.22,TRANSACTION,OLDNAVY.COM,Family Clothing Stores,KeyedIn
"2026/02/26, 20:21:11",$109.68,TRANSACTION,SP KARL LAGERFELD,"Men’s, Women’s Clothing Stores",Online
"2026/02/24, 07:20:20","-$9,746.56",PAYMENT,Payment,N/A,N/A
"2026/02/21, 23:33:31",$268.14,TRANSACTION,SEPHORA.COM,Cosmetic Stores,KeyedIn
"2026/02/20, 22:52:21",$203.30,TRANSACTION,ADIDAS US ONLINE STORE,Sports and Riding Apparel Stores,Online
"2026/02/20, 22:32:02",$107.16,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/19, 20:55:07",$100.00,OFFER,Welcome Offer: Earn $100,N/A,N/A
"2026/02/18, 22:49:53",$215.86,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/17, 21:28:30",$64.36,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/16, 20:11:24","-$5,000.00",PAYMENT,Payment,N/A,N/A
"2026/02/16, 19:19:36",$164.73,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/15, 21:09:29",$294.62,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/14, 23:20:53",$29.70,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/14, 23:18:54",$489.78,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/14, 16:45:10",$497.55,TRANSACTION,jdsports.com 000001499,Direct Marketing - Combination Catalog and Retail Merchant,Online
"2026/02/14, 15:23:54",$839.86,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/13, 19:21:56",$899.98,TRANSACTION,AMAZON.COM*FF4009473,Book Stores,KeyedIn
"2026/02/13, 19:21:52","$1,090.00",TRANSACTION,AMAZON.COM*J33FM28G3,Book Stores,KeyedIn
"2026/02/13, 19:21:40",$459.99,TRANSACTION,AMAZON.COM*9D3D480G3,Book Stores,KeyedIn
"2026/02/13, 19:20:58",$680.79,TRANSACTION,jdsports.com 000001499,Direct Marketing - Combination Catalog and Retail Merchant,Online
"2026/02/13, 18:28:58",$33.54,TRANSACTION,SP SHOPSIMON,Miscellaneous General Merchandise,Online
"2026/02/12, 13:21:19",$439.00,TRANSACTION,AMAZON MKTPL*CB4FD2MQ3,Book Stores,KeyedIn
"2026/02/06, 17:03:45",$679.99,TRANSACTION,AMAZON.COM*6N3FY3Z63,Book Stores,KeyedIn
"2026/02/05, 03:52:23","$2,299.95",TRANSACTION,AMAZON.COM*LA3O536O3,Book Stores,KeyedIn
"2026/02/04, 08:32:31",$61.99,TRANSACTION,AMAZON.COM*GR4I36MO3,Book Stores,KeyedIn
"2026/02/02, 18:29:56","-$2,000.00",PAYMENT,Payment,N/A,N/A
"2026/02/02, 14:30:38","$1,394.86",TRANSACTION,"COLUMBIA BRANDS USA, LLC",Family Clothing Stores,Contactless
"2026/02/01, 17:55:35","$1,664.16",TRANSACTION,ROSS STORE #2710,Discount Stores,Contactless
"2026/02/01, 14:45:28","$1,209.66",TRANSACTION,ROSS STORE #2710,Discount Stores,Contactless
"2026/01/31, 17:52:55",$130.26,TRANSACTION,TARGET        007468 09100007468,"Grocery Stores, Supermarkets",Contactless
"2026/01/31, 17:05:06","-$5,000.00",PAYMENT,Payment,N/A,N/A
"2026/01/30, 18:11:14",$106.99,TRANSACTION,AMAZON.COM*PJ4BV1VS3,Book Stores,KeyedIn
"2026/01/29, 20:23:32",$106.99,TRANSACTION,AMAZON MKTPL*5K3Z63ZP3,Book Stores,KeyedIn
"2026/01/29, 09:55:15",$126.65,TRANSACTION,AMAZON MKTPL*DS19P1N43,Book Stores,KeyedIn
"2026/01/29, 05:34:51",-$84.95,REFUND,Refund from AMAZON.COM,N/A,N/A
"2026/01/27, 16:40:17","-$3,000.00",PAYMENT,Payment,N/A,N/A
"2026/01/25, 20:53:13","$1,999.95",TRANSACTION,AMAZON.COM*RV52Z4WJ3,Book Stores,KeyedIn
"2026/01/25, 13:10:57",$178.59,TRANSACTION,AMAZON.COM*EJ24L4WH3,Book Stores,KeyedIn
"2026/01/25, 03:53:29",$499.00,TRANSACTION,AMAZON.COM*384Y67WI3,Book Stores,KeyedIn
"2026/01/24, 21:41:10",$465.09,TRANSACTION,AMAZON MKTPL*S51UC6Z23,Book Stores,KeyedIn
"2026/01/24, 21:41:04",$44.99,TRANSACTION,AMAZON MKTPL*FJ4GX4A43,Book Stores,KeyedIn
"2026/01/24, 21:41:00",$379.99,TRANSACTION,AMAZON.COM*I743J1BD3,Book Stores,KeyedIn
"2026/01/24, 21:40:55",$86.60,TRANSACTION,AMAZON MKTPL*ZY5B66GM3,Book Stores,KeyedIn
"2026/01/24, 21:40:40",$55.98,TRANSACTION,AMAZON.COM*O88WZ3LW3,Book Stores,KeyedIn
"2026/01/24, 14:54:53",$46.34,TRANSACTION,AMAZON MKTPL*VA5UU8UB3,Book Stores,KeyedIn
"2026/01/24, 14:07:54",$88.00,TRANSACTION,AMAZON.COM*3S5BU9VM3,Book Stores,KeyedIn
"2026/01/23, 15:42:44",$259.00,TRANSACTION,AMAZON MKTPL*HL7483XB3,Book Stores,KeyedIn
"2026/01/23, 15:21:21",$148.00,TRANSACTION,AMAZON MKTPL*GW6GB4ER3,Book Stores,KeyedIn
"2026/01/23, 11:34:50","$1,649.95",TRANSACTION,AMAZON.COM*JL2LE40C3,Book Stores,KeyedIn
"2026/01/23, 00:31:36",$478.00,TRANSACTION,AMAZON MKTPL*BK6DH50W3,Book Stores,KeyedIn
"2026/01/22, 17:44:00",$19.99,TRANSACTION,AMAZON MKTPL*YE9NH7AA3,Book Stores,KeyedIn
"2026/01/22, 11:33:16",$51.96,TRANSACTION,AMAZON.COM*3K4QS4M63,Book Stores,KeyedIn
"2026/01/22, 11:09:18",$180.18,TRANSACTION,AMAZON MKTPL*HF3RT14F3,Book Stores,KeyedIn
"2026/01/21, 21:57:04",$18.84,TRANSACTION,AMAZON MKTPL*I66403JQ3,Book Stores,KeyedIn
"2026/01/21, 10:56:45","$4,199.80",TRANSACTION,MKP NEWEGG INC.,Computer Software Stores,Online
"2026/01/20, 09:00:19","-$14,498.96",PAYMENT,Payment,N/A,N/A
"2026/01/17, 17:43:20",$159.99,TRANSACTION,AMAZON.COM*BI5H067B3,Book Stores,KeyedIn
"2026/01/12, 04:39:44",$289.99,TRANSACTION,AMAZON.COM*YZ3FZ7HP3,Book Stores,KeyedIn
"2026/01/10, 19:09:40",$226.99,TRANSACTION,AMAZON.COM*K460U39U3,Book Stores,KeyedIn
"2026/01/09, 13:42:46",$417.81,TRANSACTION,AMAZON MKTPL*DB8OP1083,Book Stores,KeyedIn
"2026/01/08, 19:06:53",$26.55,TRANSACTION,AMAZON MKTPL*C62P69N73,Book Stores,KeyedIn
"2026/01/08, 19:06:49",$58.62,TRANSACTION,AMAZON MKTPL*H17500CE3,Book Stores,KeyedIn
"2026/01/08, 18:17:25",$84.95,TRANSACTION,AMAZON.COM*F417Q9SQ3,Book Stores,KeyedIn
"2026/01/08, 18:17:14",$18.97,TRANSACTION,AMAZON MKTPL*AA45Q5N03,Book Stores,KeyedIn
"2026/01/08, 17:32:29",$39.48,TRANSACTION,AMAZON MKTPL*ZB8XX7MQ3,Book Stores,KeyedIn
"2026/01/08, 16:52:10",$21.99,TRANSACTION,AMAZON.COM*ZJ12W2AZ3,Book Stores,KeyedIn
"2026/01/08, 13:43:42",$839.96,TRANSACTION,AMAZON.COM*KJ7RE40S3,Book Stores,KeyedIn
"2026/01/08, 13:39:51",$997.45,TRANSACTION,AMAZON MKTPL*H98G301W3,Book Stores,KeyedIn
"2026/01/08, 13:18:24",$43.00,TRANSACTION,AMAZON MKTPL*KU9WG4963,Book Stores,KeyedIn
"2026/01/08, 13:18:20",$207.00,TRANSACTION,AMAZON MKTPL*DX6D51UQ3,Book Stores,KeyedIn
"2026/01/08, 13:13:17",$999.95,TRANSACTION,AMAZON.COM*TN1LN8OE3,Book Stores,KeyedIn
"2026/01/08, 12:43:11",$199.99,TRANSACTION,AMAZON.COM*SC1VI5IS3,Book Stores,KeyedIn
"2026/01/08, 10:01:21",$629.00,TRANSACTION,AMAZON MKTPL*955E360S3,Book Stores,KeyedIn
"2026/01/08, 05:13:14",$6.99,TRANSACTION,AMAZON MKTPL*RK1UV6W03,Book Stores,KeyedIn
"2026/01/08, 05:13:09",$22.36,TRANSACTION,AMAZON MKTPL*EZ9ZX5PW3,Book Stores,KeyedIn
"2026/01/08, 05:13:04",$658.00,TRANSACTION,AMAZON.COM*AE5031I43,Book Stores,KeyedIn
"2026/01/07, 20:52:44",$38.26,TRANSACTION,AMAZON MKTPL*6O0KJ0N93,Book Stores,KeyedIn
"2026/01/07, 15:59:00",$48.95,TRANSACTION,AMAZON MKTPL*LT3BF22R3,Book Stores,KeyedIn
"2026/01/07, 15:41:26",$14.99,TRANSACTION,AMAZON.COM*7Z8CX0WA3,Book Stores,KeyedIn
"2026/01/07, 15:29:05",$299.99,TRANSACTION,AMAZON.COM*AQ9012293,Book Stores,KeyedIn
"2026/01/07, 14:04:26","$1,720.36",TRANSACTION,AMAZON MKTPL*2V4NY14W3,Book Stores,KeyedIn
"2026/01/07, 07:55:08",$859.99,TRANSACTION,AMAZON.COM*AR9HA9DX3,Book Stores,KeyedIn
"2026/01/04, 12:43:03",$799.00,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2026/01/02, 14:19:10",$299.00,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2026/01/02, 12:20:16",$299.00,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2026/01/02, 12:18:23",$429.99,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2026/01/01, 13:47:11",$273.99,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2025/12/30, 21:15:22","$1,139.98",TRANSACTION,AMAZON.COM*HV89M7G63,Book Stores,KeyedIn
"2025/12/30, 06:31:36",$46.67,TRANSACTION,AMAZON.COM*SH0Z26VX3,Book Stores,KeyedIn
"2025/12/29, 15:08:41",$28.48,TRANSACTION,AMAZON MKTPL*QH2788S23,Book Stores,KeyedIn
"2025/12/29, 12:11:29",$141.35,TRANSACTION,AMAZON MKTPL*7V1RY7683,Book Stores,KeyedIn
"2025/12/29, 09:28:32",$68.95,TRANSACTION,AMAZON.COM*SK6YB2FW3,Book Stores,KeyedIn
"2025/12/29, 09:08:06",$33.15,TRANSACTION,AMAZON.COM*696MC3HR3,Book Stores,KeyedIn
"2025/12/28, 09:34:13",$659.99,TRANSACTION,AMAZON MKTPL*6G9483JI3,Book Stores,KeyedIn
"2025/12/27, 23:28:21",$62.99,TRANSACTION,AMAZON MKTPL*WG23C4183,Book Stores,KeyedIn
"2025/12/27, 23:12:48",$37.98,TRANSACTION,AMAZON.COM*CM21F1CV3,Book Stores,KeyedIn
"2025/12/27, 23:12:45",$67.49,TRANSACTION,AMAZON MKTPL*410VU0XC3,Book Stores,KeyedIn
"2025/12/27, 20:32:40",$129.98,TRANSACTION,AMAZON.COM*IH7H246K3,Book Stores,KeyedIn
"2025/12/27, 16:07:16","$1,049.39",TRANSACTION,AMAZON MKTPL*8K2LS6PR3,Book Stores,KeyedIn
"2025/12/23, 05:55:19","-$13,631.47",PAYMENT,Payment,N/A,N/A
"2025/12/14, 03:52:03",$848.75,TRANSACTION,AMAZON MKTPL*P49DG11M3,Book Stores,KeyedIn
"2025/12/13, 12:22:05",$170.00,TRANSACTION,AMAZON MKTPL*OW5078IF3,Book Stores,KeyedIn
"2025/12/13, 12:22:00","$1,188.25",TRANSACTION,AMAZON MKTPL*GL8QO85O3,Book Stores,KeyedIn
"2025/12/12, 14:43:44","$1,188.25",TRANSACTION,AMAZON MKTPL*P26250XZ3,Book Stores,KeyedIn
"2025/12/12, 04:58:27",$399.00,TRANSACTION,AMAZON MKTPL*Y52PM7LG3,Book Stores,KeyedIn
"2025/12/10, 16:43:02","-$3,000.00",PAYMENT,Payment,N/A,N/A
"2025/12/10, 05:25:53",$17.99,TRANSACTION,AMAZON MKTPL*Y388J1J13,Book Stores,KeyedIn
"2025/12/09, 15:45:29","$2,999.99",TRANSACTION,AMAZON MKTPL*LZ8HM31W3,Book Stores,KeyedIn
"2025/12/09, 14:37:47","$1,744.99",TRANSACTION,AMAZON.COM*GY3WX5NM3,Book Stores,KeyedIn
"2025/11/28, 19:26:40",$43.85,TRANSACTION,LEGO BRAND RETAIL INC.,"Hobby, Toy, and Game Shops",Online
"2025/11/25, 21:33:44",$73.83,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 21:32:01",$96.27,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 17:56:17",$128.40,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 17:48:18",$66.59,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 17:47:33",$101.92,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 13:45:58",$124.39,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 11:51:34",$91.40,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 11:46:46",$147.64,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 11:23:38",$181.26,TRANSACTION,TOMMY HILFIGER,Family Clothing Stores,Online
"2025/11/25, 11:18:12",$94.10,TRANSACTION,SP REEBOK.COM,Shoe Stores,Online
"2025/11/25, 10:32:40",$63.38,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/25, 09:35:00",$181.20,TRANSACTION,NIKE.COM AP APPLEPA,Shoe Stores,Online
"2025/11/24, 22:13:33",$13.27,TRANSACTION,FINISH LINE 000000499,Direct Marketing - Combination Catalog and Retail Merchant,Online
"2025/11/24, 22:07:42","$1,149.00",TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2025/11/24, 11:31:29","$2,749.95",TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2025/11/24, 07:53:45",$272.99,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
"2025/11/24, 07:50:55",$330.99,TRANSACTION,BESTBUY.COM,Electronics Stores,Online
